user_count,hr_tenure
9053,None
9054,"[0, 0, 0, [25.0], 25.0, 25.0]"
9055,"[0, 0, 0, [30.0], 30.0, 30.0]"
9056,None
9057,"[745, 24, 2, [22.0, 27.0], 24.5, 24.5]"
9058,"[0, 0, 0, [100.0, 80.0, 70.0, 50.0], 75.0, 75.0]"
9059,None
9060,None
9061,None
9062,None
9063,"[0, 0, 0, [30.0], 30.0, 30.0]"
9064,None
9065,"[0, 0, 0, [25.0], 25.0, 25.0]"
9066,None
9067,None
9068,"[0, 0, 0, [50.0], 50.0, 50.0]"
9069,"[0, 0, 0, [25.0], 25.0, 25.0]"
9070,"[0, 0, 0, [35.0], 35.0, 35.0]"
9071,None
9072,None
9073,None
9074,None
9075,None
9076,None
9077,None
9078,None
9079,None
9080,None
9081,None
9082,None
9083,"[0, 0, 0, [60.0], 60.0, 60.0]"
9084,"[0, 0, 0, [80.0], 80.0, 80.0]"
9085,"[0, 0, 0, [22.0], 22.0, 22.0]"
9086,"[0, 0, 0, [30.0, 38.0, 25.0, 25.0], 29.5, 27.5]"
9087,"[75, 2, 0, [40.0, 19.78, 15.0], 24.93, 19.78]"
9088,"[39, 1, 0, [35.0], 35.0, 35.0]"
9089,"[0, 0, 0, [26.0], 26.0, 26.0]"
9090,"[0, 0, 0, [35.0, 35.0, 35.0], 35.0, 35.0]"
9091,"[0, 0, 0, [50.0, 50.0], 50.0, 50.0]"
9092,"[0, 0, 0, [30.0], 30.0, 30.0]"
9093,None
9094,"[0, 0, 0, [32.0], 32.0, 32.0]"
9095,"[0, 0, 0, [63.0, 30.0], 46.5, 46.5]"
9096,"[0, 0, 0, [25.0], 25.0, 25.0]"
9097,"[0, 0, 0, [40.0, 42.0, 40.0], 40.67, 40.0]"
9098,"[0, 0, 0, [24.79], 24.79, 24.79]"
9099,"[0, 0, 0, [60.0, 45.0], 52.5, 52.5]"
9100,"[0, 0, 0, [30.0], 30.0, 30.0]"
9101,"[0, 0, 0, [45.0], 45.0, 45.0]"
9102,"[0, 0, 0, [60.0], 60.0, 60.0]"
9103,None
9104,"[0, 0, 0, [65.0], 65.0, 65.0]"
9105,"[0, 0, 0, [35.0, 20.0, 5.0, 35.0], 23.75, 27.5]"
9106,"[0, 0, 0, [60.0], 60.0, 60.0]"
9107,"[0, 0, 0, [17.5, 15.0], 16.25, 16.25]"
9108,"[378, 12, 1, [20.0, 33.0, 30.0, 25.0, 16.0, 15.0], 23.17, 22.5]"
9109,"[0, 0, 0, [38.0], 38.0, 38.0]"
9110,"[0, 0, 0, [24.0], 24.0, 24.0]"
9111,None
9112,"[0, 0, 0, [30.0], 30.0, 30.0]"
9113,"[0, 0, 0, [31.25, 35.0], 33.13, 33.13]"
9114,"[0, 0, 0, [50.0], 50.0, 50.0]"
9115,"[0, 0, 0, [35.0], 35.0, 35.0]"
9116,"[0, 0, 0, [28.0], 28.0, 28.0]"
9117,"[0, 0, 0, [35.0], 35.0, 35.0]"
9118,"[0, 0, 0, [40.0], 40.0, 40.0]"
9119,"[0, 0, 0, [35.0], 35.0, 35.0]"
9120,None
9121,"[0, 0, 0, [40.0], 40.0, 40.0]"
9122,None
9123,None
9124,None
9125,"[0, 0, 0, [25.0], 25.0, 25.0]"
9126,"[0, 0, 0, [20.0], 20.0, 20.0]"
9127,None
9128,"[0, 0, 0, [35.0, 20.0, 50.0, 25.0], 32.5, 30.0]"
9129,"[0, 0, 0, [68.0], 68.0, 68.0]"
9130,"[0, 0, 0, [65.0, 40.0], 52.5, 52.5]"
9131,"[0, 0, 0, [25.0], 25.0, 25.0]"
9132,"[0, 0, 0, [35.0], 35.0, 35.0]"
9133,"[0, 0, 0, [50.0], 50.0, 50.0]"
9134,"[0, 0, 0, [50.0], 50.0, 50.0]"
9135,"[0, 0, 0, [26.0], 26.0, 26.0]"
9136,"[149, 4, 0, [25.0, 25.0, 25.0, 25.0], 25.0, 25.0]"
9137,"[0, 0, 0, [20.0, 20.0, 25.0, 26.0, 19.0, 18.0, 12.0, 15.0, 12.0], 18.56, 19.0]"
9138,"[0, 0, 0, [23.0], 23.0, 23.0]"
9139,"[0, 0, 0, [25.0], 25.0, 25.0]"
9140,"[0, 0, 0, [20.0], 20.0, 20.0]"
9141,"[0, 0, 0, [20.0, 18.0], 19.0, 19.0]"
9142,None
9143,"[0, 0, 0, [28.0], 28.0, 28.0]"
9144,"[0, 0, 0, [35.0], 35.0, 35.0]"
9145,"[0, 0, 0, [25.0], 25.0, 25.0]"
9146,"[0, 0, 0, [15.56], 15.56, 15.56]"
9147,"[0, 0, 0, [30.0], 30.0, 30.0]"
9148,"[0, 0, 0, [16.0], 16.0, 16.0]"
9149,"[0, 0, 0, [30.0], 30.0, 30.0]"
9150,"[0, 0, 0, [50.0], 50.0, 50.0]"
9151,"[291, 9, 0, [39.0, 49.0, 49.0, 49.0, 39.0, 49.0, 25.0, 39.0, 39.0, 49.0], 42.6, 44.0]"
9152,"[622, 20, 1, [35.0, 20.0, 35.0, 35.0, 26.0, 30.0, 30.0, 22.0, 26.0, 27.0], 28.6, 28.5]"
9153,None
9154,"[0, 0, 0, [30.0], 30.0, 30.0]"
9155,"[2656, 88, 7, [83.33, 138.89, 138.89], 120.37, 138.89]"
9156,None
9157,None
9158,None
9159,None
9160,None
9161,None
9162,None
9163,None
9164,None
9165,None
9166,None
9167,None
9168,None
9169,None
9170,None
9171,None
9172,None
9173,None
9174,None
9175,None
9176,None
9177,None
9178,None
9179,None
9180,None
9181,None
9182,None
9183,None
9184,None
9185,None
9186,None
9187,None
9188,None
9189,None
9190,None
9191,None
9192,None
9193,None
9194,None
9195,None
9196,None
9197,None
9198,None
9199,None
9200,None
9201,None
9202,None
9203,None
9204,None
9205,None
9206,None
9207,None
9208,None
9209,None
9210,None
9211,None
9212,None
9213,None
9214,None
9215,None
9216,None
9217,None
9218,None
9219,None
9220,None
9221,None
9222,None
9223,None
9224,None
9225,None
9226,None
9227,None
9228,None
9229,None
9230,None
9231,None
9232,None
9233,None
9234,None
9235,None
9236,None
9237,None
9238,None
9239,None
9240,None
9241,None
9242,None
9243,None
9244,None
9245,None
9246,None
9247,None
9248,None
9249,None
9250,None
9251,None
9252,None
9253,None
9254,None
9255,None
9256,None
9257,None
9258,None
9259,None
9260,None
9261,None
9262,None
9263,None
9264,None
9265,None
9266,None
9267,None
9268,None
9269,None
9270,None
9271,None
9272,None
9273,None
9274,None
9275,None
9276,None
9277,None
9278,None
9279,None
9280,None
9281,None
9282,None
9283,None
9284,None
9285,None
9286,None
9287,None
9288,None
9289,None
9290,None
9291,None
9292,None
9293,None
9294,None
9295,None
9296,None
9297,None
9298,None
9299,None
9300,None
9301,None
9302,None
9303,None
9304,None
9305,None
9306,None
9307,None
9308,None
9309,None
9310,None
9311,None
9312,None
9313,None
9314,None
9315,None
9316,None
9317,None
9318,None
9319,None
9320,None
9321,None
9322,None
9323,None
9324,None
9325,None
9326,None
9327,None
9328,None
9329,None
9330,None
9331,None
9332,None
9333,None
9334,None
9335,None
9336,None
9337,None
9338,None
9339,None
9340,None
9341,None
9342,None
9343,None
9344,None
9345,None
9346,None
9347,None
9348,None
9349,None
9350,None
9351,None
9352,None
9353,None
9354,None
9355,None
9356,None
9357,None
9358,None
9359,None
9360,None
9361,None
9362,None
9363,None
9364,None
9365,None
9366,None
9367,None
9368,None
9369,None
9370,None
9371,None
9372,None
9373,None
9374,None
9375,None
9376,None
9377,None
9378,None
9379,None
9380,None
9381,None
9382,None
9383,None
9384,None
9385,None
9386,None
9387,None
9388,None
9389,None
9390,None
9391,None
9392,None
9393,None
9394,None
9395,None
9396,None
9397,None
9398,None
9399,None
9400,None
9401,None
9402,None
9403,None
9404,None
9405,None
9406,None
9407,None
9408,None
9409,None
9410,None
9411,None
9412,None
9413,None
9414,None
9415,None
9416,None
9417,None
9418,None
9419,None
9420,None
9421,None
9422,None
9423,None
9424,None
9425,None
9426,None
9427,None
9428,None
9429,None
9430,None
9431,None
9432,None
9433,None
9434,None
9435,None
9436,None
9437,None
9438,None
9439,None
9440,None
9441,None
9442,None
9443,None
9444,None
9445,None
9446,"[116, 3, 0, [25.0], 25.0, 25.0]"
9447,None
9448,None
9449,None
9450,None
9451,None
9452,None
9453,None
9454,None
9455,None
9456,None
9457,None
9458,None
9459,None
9460,None
9461,None
9462,None
9463,None
9464,None
9465,None
9466,None
9467,None
9468,None
9469,None
9470,None
9471,None
9472,None
9473,None
9474,None
9475,None
9476,None
9477,None
9478,None
9479,None
9480,None
9481,None
9482,None
9483,None
9484,None
9485,None
9486,None
9487,"[0, 0, 0, [25.0], 25.0, 25.0]"
9488,None
9489,None
9490,None
9491,None
9492,None
9493,None
9494,None
9495,None
9496,None
9497,None
9498,None
9499,None
9500,None
9501,None
9502,None
9503,None
9504,None
9505,None
9506,None
9507,None
9508,None
9509,None
9510,None
9511,None
9512,None
9513,None
9514,None
9515,None
9516,None
9517,None
9518,None
9519,None
9520,None
9521,None
9522,None
9523,None
9524,None
9525,None
9526,None
9527,None
9528,None
9529,None
9530,None
9531,"[0, 0, 0, [75.0, 75.0], 75.0, 75.0]"
9532,"[0, 0, 0, [9.0], 9.0, 9.0]"
9533,"[0, 0, 0, [95.0, 95.0], 95.0, 95.0]"
9534,"[113, 3, 0, [55.0, 75.0], 65.0, 65.0]"
9535,None
9536,None
9537,None
9538,None
9539,None
9540,None
9541,None
9542,None
9543,None
9544,None
9545,None
9546,"[0, 0, 0, [30.0], 30.0, 30.0]"
9547,"[0, 0, 0, [65.0], 65.0, 65.0]"
9548,None
9549,None
9550,None
9551,None
9552,None
9553,"[0, 0, 0, [65.0], 65.0, 65.0]"
9554,None
9555,None
9556,"[0, 0, 0, [45.0], 45.0, 45.0]"
9557,"[0, 0, 0, [32.0], 32.0, 32.0]"
9558,None
9559,None
9560,None
9561,None
9562,"[0, 0, 0, [40.0], 40.0, 40.0]"
9563,None
9564,"[0, 0, 0, [25.0], 25.0, 25.0]"
9565,None
9566,"[0, 0, 0, [35.0], 35.0, 35.0]"
9567,None
9568,None
9569,None
9570,None
9571,None
9572,"[0, 0, 0, [25.0, 25.0, 28.0], 26.0, 25.0]"
9573,None
9574,None
9575,None
9576,None
9577,None
9578,None
9579,None
9580,None
9581,None
9582,None
9583,None
9584,"[63, 2, 0, [30.0], 30.0, 30.0]"
9585,None
9586,None
9587,None
9588,None
9589,None
9590,None
9591,None
9592,"[0, 0, 0, [40.0], 40.0, 40.0]"
9593,None
9594,None
9595,None
9596,None
9597,None
9598,None
9599,None
9600,None
9601,None
9602,None
9603,None
9604,None
9605,None
9606,None
9607,None
9608,None
9609,None
9610,None
9611,None
9612,None
9613,None
9614,None
9615,None
9616,None
9617,None
9618,None
9619,None
9620,None
9621,None
9622,None
9623,None
9624,None
9625,None
9626,None
9627,None
9628,None
9629,None
9630,None
9631,None
9632,None
9633,None
9634,None
9635,None
9636,None
9637,None
9638,None
9639,None
9640,None
9641,None
9642,None
9643,None
9644,None
9645,None
9646,None
9647,None
9648,None
9649,None
9650,None
9651,None
9652,None
9653,None
9654,None
9655,None
9656,"[0, 0, 0, [50.0], 50.0, 50.0]"
9657,None
9658,None
9659,"[0, 0, 0, [60.0], 60.0, 60.0]"
9660,None
9661,None
9662,"[0, 0, 0, [45.0], 45.0, 45.0]"
9663,None
9664,None
9665,None
9666,None
9667,None
9668,None
9669,None
9670,None
9671,None
9672,None
9673,None
9674,None
9675,None
9676,None
9677,None
9678,None
9679,None
9680,None
9681,None
9682,None
9683,None
9684,None
9685,None
9686,None
9687,None
9688,None
9689,None
9690,None
9691,None
9692,None
9693,None
9694,None
9695,None
9696,None
9697,None
9698,None
9699,None
9700,None
9701,"[0, 0, 0, [30.0], 30.0, 30.0]"
9702,None
9703,None
9704,"[0, 0, 0, [40.0], 40.0, 40.0]"
9705,None
9706,None
9707,None
9708,None
9709,None
9710,None
9711,None
9712,None
9713,None
9714,None
9715,None
9716,None
9717,None
9718,None
9719,None
9720,None
9721,None
9722,None
9723,None
9724,None
9725,None
9726,None
9727,None
9728,None
9729,None
9730,None
9731,None
9732,None
9733,None
9734,None
9735,None
9736,None
9737,None
9738,None
9739,None
9740,None
9741,None
9742,None
9743,"[0, 0, 0, [60.0], 60.0, 60.0]"
9744,None
9745,None
9746,None
9747,None
9748,None
9749,None
9750,None
9751,"[0, 0, 0, [75.0], 75.0, 75.0]"
9752,"[26, 0, 0, [50.0], 50.0, 50.0]"
9753,None
9754,"[0, 0, 0, [55.0], 55.0, 55.0]"
9755,None
9756,None
9757,None
9758,None
9759,None
9760,None
9761,None
9762,None
9763,None
9764,None
9765,None
9766,None
9767,None
9768,None
9769,None
9770,None
9771,None
9772,None
9773,None
9774,None
9775,None
9776,None
9777,None
9778,None
9779,None
9780,None
9781,None
9782,None
9783,None
9784,None
9785,None
9786,None
9787,None
9788,None
9789,None
9790,None
9791,None
9792,None
9793,None
9794,None
9795,None
9796,None
9797,None
9798,None
9799,None
9800,None
9801,None
9802,"[0, 0, 0, [17.0], 17.0, 17.0]"
9803,None
9804,None
9805,None
9806,None
9807,None
9808,None
9809,None
9810,None
9811,None
9812,None
9813,None
9814,None
9815,None
9816,None
9817,None
9818,None
9819,None
9820,None
9821,None
9822,None
9823,None
9824,None
9825,None
9826,None
9827,None
9828,None
9829,None
9830,None
9831,None
9832,None
9833,None
9834,None
9835,None
9836,None
9837,None
9838,None
9839,None
9840,None
9841,None
9842,None
9843,None
9844,None
9845,None
9846,None
9847,None
9848,None
9849,None
9850,None
9851,None
9852,None
9853,None
9854,None
9855,None
9856,None
9857,None
9858,None
9859,None
9860,None
9861,None
9862,None
9863,None
9864,None
9865,None
9866,None
9867,None
9868,None
9869,None
9870,None
9871,None
9872,None
9873,None
9874,None
9875,None
9876,None
9877,None
9878,None
9879,None
9880,None
9881,None
9882,None
9883,None
9884,None
9885,None
9886,"[26, 0, 0, [25.0], 25.0, 25.0]"
9887,None
9888,None
9889,None
9890,None
9891,None
9892,None
9893,None
9894,None
9895,None
9896,None
9897,None
9898,None
9899,None
9900,None
9901,None
9902,None
9903,None
9904,None
9905,None
9906,None
9907,None
9908,None
9909,None
9910,None
9911,None
9912,None
9913,None
9914,None
9915,None
9916,None
9917,None
9918,None
9919,None
9920,None
9921,None
9922,None
9923,None
9924,None
9925,None
9926,None
9927,None
9928,None
9929,None
9930,None
9931,None
9932,None
9933,None
9934,None
9935,None
9936,None
9937,None
9938,"[0, 0, 0, [30.0], 30.0, 30.0]"
9939,None
9940,None
9941,None
9942,None
9943,None
9944,None
9945,None
9946,None
9947,None
9948,None
9949,None
9950,None
9951,"[0, 0, 0, [25.0], 25.0, 25.0]"
9952,"[0, 0, 0, [15.0], 15.0, 15.0]"
9953,None
9954,None
9955,None
9956,None
9957,None
9958,None
9959,None
9960,None
9961,None
9962,None
9963,None
9964,None
9965,None
9966,"[0, 0, 0, [75.0], 75.0, 75.0]"
9967,None
9968,None
9969,None
9970,None
9971,None
9972,None
9973,None
9974,None
9975,None
9976,None
9977,None
9978,None
9979,None
9980,None
9981,None
9982,None
9983,None
9984,"[0, 0, 0, [5.0], 5.0, 5.0]"
9985,None
9986,None
9987,None
9988,None
9989,None
9990,None
9991,None
9992,None
9993,None
9994,None
9995,None
9996,None
9997,None
9998,None
9999,None
10000,None
10001,None
10002,None
10003,None
10004,None
10005,None
10006,None
10007,None
10008,None
10009,None
10010,None
10011,None
10012,None
10013,None
10014,None
10015,None
10016,None
10017,None
10018,None
10019,None
10020,None
10021,None
10022,None
10023,None
10024,None
10025,None
10026,None
10027,None
10028,None
10029,None
10030,None
10031,None
10032,None
10033,None
10034,None
10035,None
10036,None
10037,None
10038,None
10039,None
10040,None
10041,None
10042,None
10043,"[0, 0, 0, [50.0], 50.0, 50.0]"
10044,"[0, 0, 0, [15.0], 15.0, 15.0]"
10045,None
10046,None
10047,None
10048,None
10049,None
10050,None
10051,None
10052,None
10053,None
10054,None
10055,None
10056,None
10057,None
10058,None
10059,None
10060,None
10061,None
10062,None
10063,None
10064,None
10065,None
10066,"[0, 0, 0, [50.0], 50.0, 50.0]"
10067,None
10068,None
10069,None
10070,None
10071,None
10072,None
10073,None
10074,None
10075,None
10076,None
10077,None
10078,None
10079,None
10080,None
10081,None
10082,None
10083,None
10084,None
10085,None
10086,None
10087,None
10088,None
10089,None
10090,None
10091,None
10092,None
10093,None
10094,None
10095,None
10096,None
10097,None
10098,None
10099,None
10100,None
10101,None
10102,None
10103,None
10104,None
10105,None
10106,None
10107,None
10108,None
10109,None
10110,None
10111,None
10112,None
10113,None
10114,None
10115,None
10116,None
10117,None
10118,None
10119,None
10120,None
10121,None
10122,None
10123,None
10124,None
10125,None
10126,None
10127,None
10128,None
10129,None
10130,None
10131,None
10132,None
10133,None
10134,None
10135,None
10136,None
10137,None
10138,None
10139,None
10140,None
10141,None
10142,None
10143,None
10144,None
10145,None
10146,None
10147,None
10148,None
10149,None
10150,None
10151,None
10152,None
10153,None
10154,None
10155,None
10156,None
10157,None
10158,None
10159,None
10160,None
10161,None
10162,None
10163,None
10164,None
10165,None
10166,None
10167,None
10168,None
10169,None
10170,None
10171,None
10172,None
10173,None
10174,None
10175,None
10176,None
10177,None
10178,None
10179,None
10180,None
10181,None
10182,None
10183,None
10184,None
10185,None
10186,None
10187,None
10188,None
10189,None
10190,None
10191,None
10192,None
10193,None
10194,None
10195,None
10196,None
10197,None
10198,None
10199,None
10200,None
10201,None
10202,None
10203,None
10204,None
10205,None
10206,None
10207,None
10208,None
10209,None
10210,None
10211,None
10212,None
10213,None
10214,None
10215,None
10216,None
10217,None
10218,None
10219,None
10220,None
10221,None
10222,None
10223,None
10224,None
10225,None
10226,None
10227,None
10228,None
10229,None
10230,None
10231,None
10232,None
10233,None
10234,None
10235,None
10236,None
10237,None
10238,None
10239,None
10240,None
10241,None
10242,None
10243,None
10244,None
10245,None
10246,None
10247,None
10248,None
10249,None
10250,None
10251,None
10252,None
10253,None
10254,None
10255,None
10256,None
10257,None
10258,None
10259,None
10260,None
10261,None
10262,None
10263,None
10264,None
10265,None
10266,None
10267,None
10268,None
10269,None
10270,None
10271,None
10272,None
10273,None
10274,None
10275,None
10276,None
10277,None
10278,None
10279,None
10280,None
10281,None
10282,None
10283,None
10284,None
10285,None
10286,None
10287,None
10288,None
10289,None
10290,None
10291,None
10292,None
10293,None
10294,None
10295,None
10296,None
10297,None
10298,None
10299,None
10300,None
10301,None
10302,None
10303,None
10304,None
10305,None
10306,None
10307,None
10308,None
10309,None
10310,None
10311,None
10312,None
10313,None
10314,None
10315,None
10316,None
10317,None
10318,None
10319,None
10320,None
10321,None
10322,None
10323,None
10324,None
10325,None
10326,None
10327,None
10328,None
10329,None
10330,None
10331,None
10332,None
10333,None
10334,None
10335,None
10336,None
10337,None
10338,None
10339,None
10340,None
10341,None
10342,None
10343,None
10344,None
10345,None
10346,None
10347,None
10348,None
10349,None
10350,None
10351,None
10352,None
10353,None
10354,None
10355,None
10356,None
10357,None
10358,None
10359,None
10360,None
10361,None
10362,None
10363,None
10364,None
10365,None
10366,None
10367,None
10368,None
10369,None
10370,None
10371,None
10372,None
10373,None
10374,None
10375,None
10376,None
10377,None
10378,None
10379,None
10380,None
10381,None
10382,None
10383,None
10384,None
10385,None
10386,None
10387,None
10388,None
10389,None
10390,None
10391,None
10392,None
10393,None
10394,None
10395,None
10396,None
10397,None
10398,None
10399,None
10400,None
10401,None
10402,None
10403,None
10404,None
10405,None
10406,None
10407,None
10408,None
10409,None
10410,None
10411,None
10412,None
10413,None
10414,None
10415,None
10416,None
10417,None
10418,None
10419,None
10420,None
10421,None
10422,None
10423,None
10424,None
10425,None
10426,None
10427,None
10428,None
10429,None
10430,None
10431,None
10432,None
10433,None
10434,None
10435,None
10436,None
10437,None
10438,None
10439,None
10440,None
10441,None
10442,None
10443,None
10444,None
10445,None
10446,None
10447,None
10448,None
10449,None
10450,None
10451,None
10452,None
10453,None
10454,None
10455,None
10456,None
10457,None
10458,None
10459,None
10460,None
10461,None
10462,None
10463,None
10464,None
10465,None
10466,None
10467,None
10468,None
10469,None
10470,None
10471,None
10472,None
10473,None
10474,None
10475,None
10476,None
10477,None
10478,None
10479,None
10480,None
10481,None
10482,None
10483,None
10484,None
10485,None
10486,None
10487,None
10488,None
10489,None
10490,None
10491,None
10492,None
10493,None
10494,None
10495,None
10496,None
10497,"[0, 0, 0, [16.0], 16.0, 16.0]"
10498,None
10499,"[0, 0, 0, [50.0], 50.0, 50.0]"
10500,None
10501,None
10502,None
10503,None
10504,None
10505,None
10506,None
10507,None
10508,None
10509,None
10510,None
10511,"[0, 0, 0, [31.5], 31.5, 31.5]"
10512,"[0, 0, 0, [35.0], 35.0, 35.0]"
10513,None
10514,None
10515,None
10516,None
10517,None
10518,None
10519,None
10520,None
10521,None
10522,None
10523,None
10524,None
10525,None
10526,None
10527,None
10528,None
10529,None
10530,None
10531,None
10532,None
10533,None
10534,None
10535,None
10536,None
10537,None
10538,None
10539,None
10540,None
10541,None
10542,None
10543,None
10544,None
10545,None
10546,None
10547,None
10548,None
10549,None
10550,None
10551,None
10552,None
10553,None
10554,None
10555,None
10556,None
10557,None
10558,None
10559,None
10560,None
10561,None
10562,None
10563,None
10564,None
10565,None
10566,None
10567,None
10568,None
10569,None
10570,None
10571,None
10572,"[0, 0, 0, [25.0], 25.0, 25.0]"
10573,None
10574,None
10575,None
10576,None
10577,None
10578,None
10579,None
10580,None
10581,None
10582,None
10583,None
10584,None
10585,None
10586,None
10587,None
10588,None
10589,None
10590,None
10591,None
10592,None
10593,None
10594,None
10595,None
10596,None
10597,None
10598,None
10599,None
10600,None
10601,None
10602,None
10603,None
10604,None
10605,None
10606,None
10607,None
10608,None
10609,None
10610,None
10611,None
10612,None
10613,None
10614,None
10615,None
10616,None
10617,None
10618,None
10619,None
10620,None
10621,None
10622,None
10623,None
10624,None
10625,None
10626,None
10627,None
10628,None
10629,None
10630,None
10631,None
10632,None
10633,None
10634,"[0, 0, 0, [40.0], 40.0, 40.0]"
10635,None
10636,None
10637,None
10638,None
10639,None
10640,None
10641,None
10642,None
10643,None
10644,None
10645,None
10646,None
10647,None
10648,None
10649,None
10650,None
10651,None
10652,None
10653,None
10654,None
10655,None
10656,None
10657,None
10658,None
10659,None
10660,None
10661,None
10662,None
10663,None
10664,None
10665,None
10666,None
10667,None
10668,None
10669,None
10670,None
10671,None
10672,None
10673,None
10674,None
10675,None
10676,None
10677,None
10678,None
10679,None
10680,None
10681,None
10682,None
10683,None
10684,None
10685,None
10686,None
10687,None
10688,"[0, 0, 0, [50.0], 50.0, 50.0]"
10689,None
10690,None
10691,None
10692,None
10693,None
10694,None
10695,None
10696,None
10697,None
10698,None
10699,None
10700,None
10701,None
10702,None
10703,None
10704,None
10705,None
10706,None
10707,None
10708,None
10709,None
10710,None
10711,None
10712,None
10713,None
10714,None
10715,None
10716,None
10717,None
10718,None
10719,None
10720,None
10721,None
10722,None
10723,None
10724,None
10725,None
10726,None
10727,None
10728,None
10729,None
10730,None
10731,None
10732,None
10733,None
10734,None
10735,None
10736,None
10737,None
10738,None
10739,None
10740,None
10741,None
10742,None
10743,None
10744,None
10745,None
10746,None
10747,None
10748,None
10749,None
10750,None
10751,None
10752,None
10753,None
10754,None
10755,None
10756,None
10757,None
10758,None
10759,None
10760,None
10761,None
10762,None
10763,None
10764,None
10765,None
10766,None
10767,None
10768,None
10769,None
10770,None
10771,None
10772,None
10773,None
10774,None
10775,None
10776,None
10777,None
10778,None
10779,None
10780,None
10781,None
10782,None
10783,None
10784,None
10785,None
10786,None
10787,None
10788,None
10789,None
10790,None
10791,None
10792,None
10793,None
10794,None
10795,None
10796,None
10797,None
10798,None
10799,None
10800,None
10801,None
10802,None
10803,None
10804,None
10805,None
10806,None
10807,None
10808,None
10809,None
10810,None
10811,None
10812,None
10813,None
10814,None
10815,None
10816,None
10817,None
10818,None
10819,None
10820,None
10821,None
10822,None
10823,None
10824,None
10825,None
10826,None
10827,None
10828,None
10829,None
10830,None
10831,None
10832,None
10833,None
10834,None
10835,None
10836,None
10837,None
10838,None
10839,None
10840,None
10841,None
10842,None
10843,None
10844,None
10845,None
10846,None
10847,None
10848,None
10849,None
10850,None
10851,None
10852,None
10853,None
10854,None
10855,None
10856,None
10857,None
10858,None
10859,None
10860,None
10861,None
10862,None
10863,None
10864,None
10865,None
10866,None
10867,None
10868,None
10869,None
10870,None
10871,None
10872,None
10873,None
10874,None
10875,None
10876,None
10877,None
10878,None
10879,None
10880,None
10881,None
10882,None
10883,None
10884,None
10885,None
10886,"[0, 0, 0, [12.5], 12.5, 12.5]"
10887,None
10888,None
10889,None
10890,None
10891,None
10892,None
10893,None
10894,None
10895,None
10896,None
10897,None
10898,None
10899,None
10900,None
10901,None
10902,None
10903,None
10904,None
10905,None
10906,None
10907,None
10908,None
10909,None
10910,None
10911,None
10912,None
10913,None
10914,None
10915,None
10916,None
10917,None
10918,None
10919,None
10920,None
10921,None
10922,None
10923,None
10924,None
10925,None
10926,None
10927,None
10928,None
10929,None
10930,"[0, 0, 0, [25.0], 25.0, 25.0]"
10931,None
10932,None
10933,None
10934,None
10935,None
10936,None
10937,None
10938,None
10939,None
10940,None
10941,None
10942,None
10943,None
10944,None
10945,None
10946,None
10947,None
10948,None
10949,None
10950,None
10951,None
10952,None
10953,None
10954,None
10955,None
10956,None
10957,None
10958,None
10959,None
10960,None
10961,None
10962,None
10963,None
10964,None
10965,None
10966,None
10967,None
10968,None
10969,None
10970,"[176, 5, 0, [30.0, 30.0], 30.0, 30.0]"
10971,None
10972,None
10973,None
10974,None
10975,None
10976,None
10977,None
10978,None
10979,None
10980,None
10981,None
10982,None
10983,None
10984,None
10985,None
10986,None
10987,None
10988,None
10989,None
10990,None
10991,None
10992,None
10993,None
10994,None
10995,None
10996,None
10997,None
10998,None
10999,None
11000,None
11001,None
11002,None
11003,None
11004,None
11005,None
11006,None
11007,None
11008,None
11009,None
11010,None
11011,None
11012,None
11013,None
11014,None
11015,None
11016,None
11017,None
11018,None
11019,None
11020,None
11021,None
11022,None
11023,None
11024,None
11025,None
11026,None
11027,None
11028,None
11029,None
11030,None
11031,None
11032,None
11033,None
11034,None
11035,None
11036,None
11037,None
11038,None
11039,None
11040,None
11041,None
11042,None
11043,None
11044,None
11045,None
11046,None
11047,None
11048,None
11049,None
11050,None
11051,None
11052,None
11053,None
11054,None
11055,None
11056,None
11057,None
11058,None
11059,None
11060,None
11061,None
11062,None
11063,None
11064,None
11065,None
11066,None
11067,None
11068,None
11069,None
11070,None
11071,None
11072,None
11073,None
11074,None
11075,None
11076,None
11077,None
11078,None
11079,None
11080,None
11081,None
11082,None
11083,None
11084,None
11085,None
11086,None
11087,None
11088,None
11089,None
11090,None
11091,None
11092,None
11093,None
11094,None
11095,None
11096,None
11097,None
11098,None
11099,None
11100,None
11101,None
11102,None
11103,None
11104,None
11105,None
11106,None
11107,None
11108,None
11109,None
11110,None
11111,None
11112,None
11113,None
11114,None
11115,None
11116,None
11117,None
11118,None
11119,None
11120,None
11121,None
11122,None
11123,None
11124,None
11125,None
11126,None
11127,None
11128,None
11129,None
11130,None
11131,None
11132,None
11133,None
11134,None
11135,None
11136,None
11137,None
11138,None
11139,None
11140,None
11141,None
11142,None
11143,"[0, 0, 0, [65.0], 65.0, 65.0]"
11144,None
11145,None
11146,None
11147,None
11148,None
11149,None
11150,None
11151,None
11152,None
11153,None
11154,None
11155,None
11156,None
11157,None
11158,None
11159,None
11160,None
11161,None
11162,None
11163,None
11164,None
11165,None
11166,None
11167,None
11168,None
11169,None
11170,None
11171,None
11172,None
11173,None
11174,None
11175,None
11176,None
11177,None
11178,None
11179,None
11180,None
11181,None
11182,None
11183,None
11184,None
11185,None
11186,None
